empresa;uc;mes_ref;consumo;injetado;saldo;Tipo_de_Instalacao;Custo_de_Disponibilidade
Empresa W;10030017;2023-09-01;2348.06;2298.06;;Bifásico;50
Empresa W;10030017;2023-10-01;3008.55;2958.55;;Bifásico;50
Empresa W;10030017;2023-11-01;3038.0;2217.89;;Bifásico;50
Empresa W;10030017;2023-12-01;3152.0;2549.21;;Bifásico;50
Empresa W;10030017;2024-01-01;2546.84;2496.84;;Bifásico;50
Empresa W;10030017;2024-02-01;2487.14;2437.14;;Bifásico;50
Empresa W;10030017;2024-03-01;2766.28;2716.28;;Bifásico;50
Empresa W;10030017;2024-04-01;2763.35;2713.35;;Bifásico;50
Empresa W;10030017;2024-05-01;3245.45;3195.45;;Bifásico;50
Empresa W;10030017;2024-06-01;1921.49;1871.49;;Bifásico;50
Empresa W;10030017;2024-07-01;2438.42;2388.42;;Bifásico;50
Empresa W;10030017;2024-08-01;2355.01;1709.16;;Bifásico;50
Empresa W;10030017;2024-09-01;3127.31;2340.37;;Bifásico;50
Empresa W;10030017;2024-10-01;3633.39;3583.39;;Bifásico;50
Empresa W;10030017;2024-11-01;3842.47;3792.47;;Bifásico;50
Empresa W;10030017;2024-12-01;3687.19;3637.19;7793.61;Bifásico;50
Empresa W;10030018;2023-01-01;765.37;665.37;;Trifásico;100
Empresa W;10030018;2023-02-01;739.73;639.73;;Trifásico;100
Empresa W;10030018;2023-03-01;832.66;732.66;;Trifásico;100
Empresa W;10030018;2023-04-01;832.91;732.91;;Trifásico;100
Empresa W;10030018;2023-05-01;986.41;886.41;;Trifásico;100
Empresa W;10030018;2023-06-01;579.5;359.52;;Trifásico;100
Empresa W;10030018;2023-07-01;524.32;424.32;;Trifásico;100
Empresa W;10030018;2023-08-01;555.52;455.52;;Trifásico;100
Empresa W;10030018;2023-09-01;721.22;621.22;;Trifásico;100
Empresa W;10030018;2023-10-01;924.1;824.1;;Trifásico;100
Empresa W;10030018;2023-11-01;933.14;833.14;;Trifásico;100
Empresa W;10030018;2023-12-01;968.16;868.16;;Trifásico;100
Empresa W;10030018;2024-01-01;775.49;675.49;;Trifásico;100
Empresa W;10030018;2024-02-01;751.11;651.11;;Trifásico;100
Empresa W;10030018;2024-03-01;856.05;756.05;;Trifásico;100
Empresa W;10030018;2024-04-01;854.8;596.2;;Trifásico;100
Empresa W;10030018;2024-05-01;994.71;894.71;;Trifásico;100
Empresa W;10030018;2024-06-01;602.9;502.9;;Trifásico;100
Empresa W;10030018;2024-07-01;745.25;645.25;;Trifásico;100
Empresa W;10030018;2024-08-01;691.68;521.27;;Trifásico;100
Empresa W;10030018;2024-09-01;929.37;829.37;;Trifásico;100
Empresa W;10030018;2024-10-01;1134.27;1034.27;;Trifásico;100
Empresa W;10030018;2024-11-01;1072.18;862.15;;Trifásico;100
Empresa W;10030018;2024-12-01;1114.67;1014.67;0.0;Trifásico;100
Empresa W;10030019;2023-01-01;2094.38;2044.38;;Bifásico;50
Empresa W;10030019;2023-02-01;2024.22;1617.0;;Bifásico;50
Empresa W;10030019;2023-03-01;2278.53;2228.53;;Bifásico;50
Empresa W;10030019;2023-04-01;2279.21;2229.21;;Bifásico;50
Empresa W;10030019;2023-05-01;2699.27;2649.27;;Bifásico;50
Empresa W;10030019;2023-06-01;1585.77;1535.77;;Bifásico;50
Empresa W;10030019;2023-07-01;1434.78;1384.78;;Bifásico;50
Empresa W;10030019;2023-08-01;1520.15;1364.84;;Bifásico;50
Empresa W;10030019;2023-09-01;1973.59;1923.59;;Bifásico;50
Empresa W;10030019;2023-10-01;2528.75;2276.13;;Bifásico;50
Empresa W;10030019;2023-11-01;2553.5;2503.5;;Bifásico;50
Empresa W;10030019;2023-12-01;2649.31;2599.31;;Bifásico;50
Empresa W;10030019;2024-01-01;2148.1;1532.48;;Bifásico;50
Empresa W;10030019;2024-02-01;2065.44;2015.44;;Bifásico;50
Empresa W;10030019;2024-03-01;2313.65;2263.65;;Bifásico;50
Empresa W;10030019;2024-04-01;2345.74;2295.74;;Bifásico;50
Empresa W;10030019;2024-05-01;2744.03;2107.26;;Bifásico;50
Empresa W;10030019;2024-06-01;1645.61;1242.61;;Bifásico;50
Empresa W;10030019;2024-07-01;1888.39;1838.39;;Bifásico;50
Empresa W;10030019;2024-08-01;2101.17;2051.17;;Bifásico;50
Empresa W;10030019;2024-09-01;2417.34;2367.34;;Bifásico;50
Empresa W;10030019;2024-10-01;3028.73;2978.73;;Bifásico;50
Empresa W;10030019;2024-11-01;3196.3;3146.3;;Bifásico;50
Empresa W;10030019;2024-12-01;3288.73;3238.73;12123.9;Bifásico;50
Empresa W;10030020;2023-01-01;1794.27;1694.27;;Trifásico;100
Empresa W;10030020;2023-02-01;1734.16;1634.16;;Trifásico;100
Empresa W;10030020;2023-03-01;1952.02;1743.24;;Trifásico;100
Empresa W;10030020;2023-04-01;1952.61;1852.61;;Trifásico;100
Empresa W;10030020;2023-05-01;2312.47;2212.47;;Trifásico;100
Empresa W;10030020;2023-06-01;1358.54;1258.54;;Trifásico;100
Empresa W;10030020;2023-07-01;1229.18;1129.18;;Trifásico;100
Empresa W;10030020;2023-08-01;1302.32;1202.32;;Trifásico;100
Empresa W;10030020;2023-09-01;1690.78;1242.4;;Trifásico;100
Empresa W;10030020;2023-10-01;2166.39;2066.39;;Trifásico;100
Empresa W;10030020;2023-11-01;2187.59;2087.59;;Trifásico;100
Empresa W;10030020;2023-12-01;2269.68;2169.68;;Trifásico;100
Empresa W;10030020;2024-01-01;1816.88;1207.83;;Trifásico;100
Empresa W;10030020;2024-02-01;1774.96;1426.51;;Trifásico;100
Empresa W;10030020;2024-03-01;1992.99;1731.96;;Trifásico;100
Empresa W;10030020;2024-04-01;1972.24;1711.9;;Trifásico;100
Empresa W;10030020;2024-05-01;2344.16;2244.16;;Trifásico;100
Empresa W;10030020;2024-06-01;1411.39;1311.39;;Trifásico;100
Empresa W;10030020;2024-07-01;1610.38;1510.38;;Trifásico;100
Empresa W;10030020;2024-08-01;1796.57;1696.57;;Trifásico;100
Empresa W;10030020;2024-09-01;2161.88;1448.56;;Trifásico;100
Empresa W;10030020;2024-10-01;2479.04;2379.04;;Trifásico;100
Empresa W;10030020;2024-11-01;2537.03;2437.03;;Trifásico;100
Empresa W;10030020;2024-12-01;2706.52;2271.67;0.0;Trifásico;100
Empresa W;10030021;2023-01-01;539.94;439.94;;Trifásico;100
Empresa W;10030021;2023-02-01;521.85;421.85;;Trifásico;100
Empresa W;10030021;2023-03-01;587.42;395.87;;Trifásico;100
Empresa W;10030021;2023-04-01;587.59;487.59;;Trifásico;100
Empresa W;10030021;2023-05-01;695.88;595.88;;Trifásico;100
Empresa W;10030021;2023-06-01;408.82;308.82;;Trifásico;100
Empresa W;10030021;2023-07-01;369.89;196.08;;Trifásico;100
Empresa W;10030021;2023-08-01;391.9;291.9;;Trifásico;100
Empresa W;10030021;2023-09-01;508.8;408.8;;Trifásico;100
Empresa W;10030021;2023-10-01;651.92;551.92;;Trifásico;100
Empresa W;10030021;2023-11-01;658.3;558.3;;Trifásico;100
Empresa W;10030021;2023-12-01;683.01;583.01;;Trifásico;100
Empresa W;10030021;2024-01-01;546.9;446.9;;Trifásico;100
Empresa W;10030021;2024-02-01;533.74;433.74;;Trifásico;100
Empresa W;10030021;2024-03-01;599.08;499.08;;Trifásico;100
Empresa W;10030021;2024-04-01;603.9;498.98;;Trifásico;100
Empresa W;10030021;2024-05-01;710.3;610.3;;Trifásico;100
Empresa W;10030021;2024-06-01;424.3;308.16;;Trifásico;100
Empresa W;10030021;2024-07-01;475.09;375.09;;Trifásico;100
Empresa W;10030021;2024-08-01;557.37;441.4;;Trifásico;100
Empresa W;10030021;2024-09-01;604.91;414.97;;Trifásico;100
Empresa W;10030021;2024-10-01;821.13;721.13;;Trifásico;100
Empresa W;10030021;2024-11-01;786.49;686.49;;Trifásico;100
Empresa W;10030021;2024-12-01;855.59;680.9;0.0;Trifásico;100
Empresa W;10030022;2023-01-01;1334.36;1304.36;;Monofásico;30
Empresa W;10030022;2023-02-01;1289.66;1259.66;;Monofásico;30
Empresa W;10030022;2023-03-01;1451.68;1421.68;;Monofásico;30
Empresa W;10030022;2023-04-01;1452.11;1419.68;;Monofásico;30
Empresa W;10030022;2023-05-01;1719.74;1689.74;;Monofásico;30
Empresa W;10030022;2023-06-01;1010.32;980.32;;Monofásico;30
Empresa W;10030022;2023-07-01;914.12;694.42;;Monofásico;30
Empresa W;10030022;2023-08-01;968.51;938.51;;Monofásico;30
Empresa W;10030022;2023-09-01;1257.4;1105.81;;Monofásico;30
Empresa W;10030022;2023-10-01;1611.1;1581.1;;Monofásico;30
Empresa W;10030022;2023-11-01;1626.87;1596.87;;Monofásico;30
Empresa W;10030022;2023-12-01;1687.91;1657.91;;Monofásico;30
Empresa W;10030022;2024-01-01;1360.08;1044.4;;Monofásico;30
Empresa W;10030022;2024-02-01;1328.45;1298.45;;Monofásico;30
Empresa W;10030022;2024-03-01;1466.9;1436.9;;Monofásico;30
Empresa W;10030022;2024-04-01;1469.73;1439.73;;Monofásico;30
Empresa W;10030022;2024-05-01;1735.66;1705.66;;Monofásico;30
Empresa W;10030022;2024-06-01;1033.91;986.97;;Monofásico;30
Empresa W;10030022;2024-07-01;1155.17;1125.17;;Monofásico;30
Empresa W;10030022;2024-08-01;1356.0;1326.0;;Monofásico;30
Empresa W;10030022;2024-09-01;1657.65;1627.65;;Monofásico;30
Empresa W;10030022;2024-10-01;1855.75;1825.75;;Monofásico;30
Empresa W;10030022;2024-11-01;1915.15;1885.15;;Monofásico;30
Empresa W;10030022;2024-12-01;2078.31;2048.31;9682.39;Monofásico;30
Empresa W;10030023;2023-01-01;909.3;660.28;;Monofásico;30
Empresa W;10030023;2023-02-01;878.83;848.83;;Monofásico;30
Empresa W;10030023;2023-03-01;989.24;959.24;;Monofásico;30
Empresa W;10030023;2023-04-01;989.54;917.74;;Monofásico;30
Empresa W;10030023;2023-05-01;1171.91;1141.91;;Monofásico;30
Empresa W;10030023;2023-06-01;688.48;658.48;;Monofásico;30
Empresa W;10030023;2023-07-01;622.92;592.92;;Monofásico;30
Empresa W;10030023;2023-08-01;659.99;629.99;;Monofásico;30
Empresa W;10030023;2023-09-01;856.85;826.85;;Monofásico;30
Empresa W;10030023;2023-10-01;1097.88;1028.4;;Monofásico;30
Empresa W;10030023;2023-11-01;1108.62;1078.62;;Monofásico;30
Empresa W;10030023;2023-12-01;1150.22;1120.22;;Monofásico;30
Empresa W;10030023;2024-01-01;926.81;896.81;;Monofásico;30
Empresa W;10030023;2024-02-01;893.88;863.88;;Monofásico;30
Empresa W;10030023;2024-03-01;1004.77;969.81;;Monofásico;30
Empresa W;10030023;2024-04-01;1002.28;972.28;;Monofásico;30
Empresa W;10030023;2024-05-01;1193.99;1163.99;;Monofásico;30
Empresa W;10030023;2024-06-01;713.35;683.35;;Monofásico;30
Empresa W;10030023;2024-07-01;861.73;831.73;;Monofásico;30
Empresa W;10030023;2024-08-01;860.54;830.54;;Monofásico;30
Empresa W;10030023;2024-09-01;1094.86;1064.86;;Monofásico;30
Empresa W;10030023;2024-10-01;1331.53;1012.52;;Monofásico;30
Empresa W;10030023;2024-11-01;1317.53;1287.53;;Monofásico;30
Empresa W;10030023;2024-12-01;1383.76;1348.68;0.0;Monofásico;30
Empresa W;10030024;2023-01-01;981.95;951.95;;Monofásico;30
Empresa W;10030024;2023-02-01;949.06;919.06;;Monofásico;30
Empresa W;10030024;2023-03-01;1068.29;1038.29;;Monofásico;30
Empresa W;10030024;2023-04-01;1068.61;1038.61;;Monofásico;30
Empresa W;10030024;2023-05-01;1265.55;1235.55;;Monofásico;30
Empresa W;10030024;2023-06-01;743.49;713.49;;Monofásico;30
Empresa W;10030024;2023-07-01;672.7;642.7;;Monofásico;30
Empresa W;10030024;2023-08-01;712.72;682.72;;Monofásico;30
Empresa W;10030024;2023-09-01;925.32;895.32;;Monofásico;30
Empresa W;10030024;2023-10-01;1185.6;1155.6;;Monofásico;30
Empresa W;10030024;2023-11-01;1197.21;1167.21;;Monofásico;30
Empresa W;10030024;2023-12-01;1242.13;1212.13;;Monofásico;30
Empresa W;10030024;2024-01-01;1002.61;885.17;;Monofásico;30
Empresa W;10030024;2024-02-01;962.53;867.8;;Monofásico;30
Empresa W;10030024;2024-03-01;1098.65;1068.65;;Monofásico;30
Empresa W;10030024;2024-04-01;1085.36;1055.36;;Monofásico;30
Empresa W;10030024;2024-05-01;1276.94;1126.29;;Monofásico;30
Empresa W;10030024;2024-06-01;769.75;605.03;;Monofásico;30
Empresa W;10030024;2024-07-01;941.3;911.3;;Monofásico;30
Empresa W;10030024;2024-08-01;961.43;931.43;;Monofásico;30
Empresa W;10030024;2024-09-01;1207.85;1177.85;;Monofásico;30
Empresa W;10030024;2024-10-01;1495.6;1465.6;;Monofásico;30
Empresa W;10030024;2024-11-01;1487.73;1054.12;;Monofásico;30
Empresa W;10030024;2024-12-01;1505.68;1179.84;0.0;Monofásico;30
Empresa W;10030025;2023-01-01;2429.34;1642.61;;Trifásico;100
Empresa W;10030025;2023-02-01;2347.96;2247.96;;Trifásico;100
Empresa W;10030025;2023-03-01;2642.94;2542.94;;Trifásico;100
Empresa W;10030025;2023-04-01;2643.73;2543.73;;Trifásico;100
Empresa W;10030025;2023-05-01;3130.97;2385.15;;Trifásico;100
Empresa W;10030025;2023-06-01;1839.39;1739.39;;Trifásico;100
Empresa W;10030025;2023-07-01;1664.25;1564.25;;Trifásico;100
Empresa W;10030025;2023-08-01;1763.28;1269.18;;Trifásico;100
Empresa W;10030025;2023-09-01;2289.23;2189.23;;Trifásico;100
Empresa W;10030025;2023-10-01;2933.17;2833.17;;Trifásico;100
Empresa W;10030025;2023-11-01;2961.88;2235.6;;Trifásico;100
Empresa W;10030025;2023-12-01;3073.02;2973.02;;Trifásico;100
Empresa W;10030025;2024-01-01;2472.73;2372.73;;Trifásico;100
Empresa W;10030025;2024-02-01;2384.66;2284.66;;Trifásico;100
Empresa W;10030025;2024-03-01;2701.67;2601.67;;Trifásico;100
Empresa W;10030025;2024-04-01;2707.21;2607.21;;Trifásico;100
Empresa W;10030025;2024-05-01;3179.3;2766.48;;Trifásico;100
Empresa W;10030025;2024-06-01;1917.72;1817.72;;Trifásico;100
Empresa W;10030025;2024-07-01;2138.2;1956.37;;Trifásico;100
Empresa W;10030025;2024-08-01;2172.12;2072.12;;Trifásico;100
Empresa W;10030025;2024-09-01;2959.46;2583.32;;Trifásico;100
Empresa W;10030025;2024-10-01;3429.79;2552.04;;Trifásico;100
Empresa W;10030025;2024-11-01;3568.81;3468.81;;Trifásico;100
Empresa W;10030025;2024-12-01;3676.15;3576.15;7450.22;Trifásico;100
Empresa W;10030026;2023-01-01;545.85;515.85;;Monofásico;30
Empresa W;10030026;2023-02-01;527.56;497.56;;Monofásico;30
Empresa W;10030026;2023-03-01;593.84;563.84;;Monofásico;30
Empresa W;10030026;2023-04-01;594.02;511.87;;Monofásico;30
Empresa W;10030026;2023-05-01;703.49;673.49;;Monofásico;30
Empresa W;10030026;2023-06-01;413.29;383.29;;Monofásico;30
Empresa W;10030026;2023-07-01;373.94;343.94;;Monofásico;30
Empresa W;10030026;2023-08-01;396.19;366.19;;Monofásico;30
Empresa W;10030026;2023-09-01;514.36;484.36;;Monofásico;30
Empresa W;10030026;2023-10-01;659.05;629.05;;Monofásico;30
Empresa W;10030026;2023-11-01;665.5;592.99;;Monofásico;30
Empresa W;10030026;2023-12-01;690.47;660.47;;Monofásico;30
Empresa W;10030026;2024-01-01;563.18;533.18;;Monofásico;30
Empresa W;10030026;2024-02-01;536.22;506.22;;Monofásico;30
Empresa W;10030026;2024-03-01;604.06;574.06;;Monofásico;30
Empresa W;10030026;2024-04-01;609.96;438.94;;Monofásico;30
Empresa W;10030026;2024-05-01;716.67;686.67;;Monofásico;30
Empresa W;10030026;2024-06-01;426.54;396.54;;Monofásico;30
Empresa W;10030026;2024-07-01;532.08;502.08;;Monofásico;30
Empresa W;10030026;2024-08-01;570.24;540.24;;Monofásico;30
Empresa W;10030026;2024-09-01;640.09;610.09;;Monofásico;30
Empresa W;10030026;2024-10-01;795.06;743.7;;Monofásico;30
Empresa W;10030026;2024-11-01;783.18;753.18;;Monofásico;30
Empresa W;10030026;2024-12-01;793.25;763.25;3542.83;Monofásico;30
Empresa W;10030027;2023-01-01;1314.75;1104.05;;Monofásico;30
Empresa W;10030027;2023-02-01;1270.7;885.2;;Monofásico;30
Empresa W;10030027;2023-03-01;1430.34;1400.34;;Monofásico;30
Empresa W;10030027;2023-04-01;1430.77;1183.2;;Monofásico;30
Empresa W;10030027;2023-05-01;1694.46;1468.58;;Monofásico;30
Empresa W;10030027;2023-06-01;995.47;965.47;;Monofásico;30
Empresa W;10030027;2023-07-01;900.68;870.68;;Monofásico;30
Empresa W;10030027;2023-08-01;954.27;873.67;;Monofásico;30
Empresa W;10030027;2023-09-01;1238.92;1208.92;;Monofásico;30
Empresa W;10030027;2023-10-01;1587.42;1557.42;;Monofásico;30
Empresa W;10030027;2023-11-01;1602.95;1109.6;;Monofásico;30
Empresa W;10030027;2023-12-01;1663.1;1633.1;;Monofásico;30
Empresa W;10030027;2024-01-01;1346.73;1316.73;;Monofásico;30
Empresa W;10030027;2024-02-01;1303.76;973.89;;Monofásico;30
Empresa W;10030027;2024-03-01;1447.65;1417.65;;Monofásico;30
Empresa W;10030027;2024-04-01;1450.25;1237.95;;Monofásico;30
Empresa W;10030027;2024-05-01;1710.7;1680.7;;Monofásico;30
Empresa W;10030027;2024-06-01;1030.44;1000.44;;Monofásico;30
Empresa W;10030027;2024-07-01;1139.12;883.06;;Monofásico;30
Empresa W;10030027;2024-08-01;1247.5;1217.5;;Monofásico;30
Empresa W;10030027;2024-09-01;1539.94;1509.94;;Monofásico;30
Empresa W;10030027;2024-10-01;1805.2;1775.2;;Monofásico;30
Empresa W;10030027;2024-11-01;2005.27;1919.57;;Monofásico;30
Empresa W;10030027;2024-12-01;2018.93;1988.93;5505.18;Monofásico;30
Empresa W;10030028;2023-01-01;2396.78;2346.78;;Bifásico;50
Empresa W;10030028;2023-02-01;2316.49;2266.49;;Bifásico;50
Empresa W;10030028;2023-03-01;2607.52;2557.52;;Bifásico;50
Empresa W;10030028;2023-04-01;2608.3;2558.3;;Bifásico;50
Empresa W;10030028;2023-05-01;3089.0;2284.59;;Bifásico;50
Empresa W;10030028;2023-06-01;1814.74;1764.74;;Bifásico;50
Empresa W;10030028;2023-07-01;1641.94;1559.14;;Bifásico;50
Empresa W;10030028;2023-08-01;1739.64;1689.64;;Bifásico;50
Empresa W;10030028;2023-09-01;2258.55;2208.55;;Bifásico;50
Empresa W;10030028;2023-10-01;2893.86;2032.65;;Bifásico;50
Empresa W;10030028;2023-11-01;2922.18;2872.18;;Bifásico;50
Empresa W;10030028;2023-12-01;3031.84;2981.84;;Bifásico;50
Empresa W;10030028;2024-01-01;2460.0;2410.0;;Bifásico;50
Empresa W;10030028;2024-02-01;2380.4;2221.5;;Bifásico;50
Empresa W;10030028;2024-03-01;2653.64;2603.64;;Bifásico;50
Empresa W;10030028;2024-04-01;2665.91;2143.23;;Bifásico;50
Empresa W;10030028;2024-05-01;3163.52;3113.52;;Bifásico;50
Empresa W;10030028;2024-06-01;1849.77;1799.77;;Bifásico;50
Empresa W;10030028;2024-07-01;2147.28;2097.28;;Bifásico;50
Empresa W;10030028;2024-08-01;2228.95;2178.95;;Bifásico;50
Empresa W;10030028;2024-09-01;2987.91;2937.91;;Bifásico;50
Empresa W;10030028;2024-10-01;3653.34;3068.12;;Bifásico;50
Empresa W;10030028;2024-11-01;3595.1;3545.1;;Bifásico;50
Empresa W;10030028;2024-12-01;3569.15;3519.15;16740.78;Bifásico;50
Empresa W;10030029;2023-01-01;336.24;267.18;;Bifásico;50
Empresa W;10030029;2023-02-01;324.98;274.98;;Bifásico;50
Empresa W;10030029;2023-03-01;365.8;315.8;;Bifásico;50
Empresa W;10030029;2023-04-01;365.91;315.91;;Bifásico;50
Empresa W;10030029;2023-05-01;433.35;383.35;;Bifásico;50
Empresa W;10030029;2023-06-01;254.59;204.59;;Bifásico;50
Empresa W;10030029;2023-07-01;230.35;154.18;;Bifásico;50
Empresa W;10030029;2023-08-01;244.05;170.91;;Bifásico;50
Empresa W;10030029;2023-09-01;316.85;266.85;;Bifásico;50
Empresa W;10030029;2023-10-01;405.98;355.98;;Bifásico;50
Empresa W;10030029;2023-11-01;409.95;359.95;;Bifásico;50
Empresa W;10030029;2023-12-01;425.33;375.33;;Bifásico;50
Empresa W;10030029;2024-01-01;344.21;294.21;;Bifásico;50
Empresa W;10030029;2024-02-01;330.72;280.72;;Bifásico;50
Empresa W;10030029;2024-03-01;375.36;312.76;;Bifásico;50
Empresa W;10030029;2024-04-01;371.07;321.07;;Bifásico;50
Empresa W;10030029;2024-05-01;441.42;391.42;;Bifásico;50
Empresa W;10030029;2024-06-01;258.52;178.1;;Bifásico;50
Empresa W;10030029;2024-07-01;334.98;284.98;;Bifásico;50
Empresa W;10030029;2024-08-01;314.29;256.48;;Bifásico;50
Empresa W;10030029;2024-09-01;413.73;363.73;;Bifásico;50
Empresa W;10030029;2024-10-01;492.4;442.4;;Bifásico;50
Empresa W;10030029;2024-11-01;478.99;428.99;;Bifásico;50
Empresa W;10030029;2024-12-01;509.94;354.88;0.0;Bifásico;50
Empresa W;10030030;2023-01-01;1243.94;1003.43;;Trifásico;100
Empresa W;10030030;2023-02-01;1202.27;1102.27;;Trifásico;100
Empresa W;10030030;2023-03-01;1353.31;1253.31;;Trifásico;100
Empresa W;10030030;2023-04-01;1353.71;1253.71;;Trifásico;100
Empresa W;10030030;2023-05-01;1603.2;1503.2;;Trifásico;100
Empresa W;10030030;2023-06-01;941.85;802.42;;Trifásico;100
Empresa W;10030030;2023-07-01;852.17;752.17;;Trifásico;100
Empresa W;10030030;2023-08-01;902.88;802.88;;Trifásico;100
Empresa W;10030030;2023-09-01;1172.19;964.02;;Trifásico;100
Empresa W;10030030;2023-10-01;1501.92;1401.92;;Trifásico;100
Empresa W;10030030;2023-11-01;1516.62;1416.62;;Trifásico;100
Empresa W;10030030;2023-12-01;1573.53;1473.53;;Trifásico;100
Empresa W;10030030;2024-01-01;1270.51;1170.51;;Trifásico;100
Empresa W;10030030;2024-02-01;1241.01;1141.01;;Trifásico;100
Empresa W;10030030;2024-03-01;1385.39;1285.39;;Trifásico;100
Empresa W;10030030;2024-04-01;1388.55;1288.55;;Trifásico;100
Empresa W;10030030;2024-05-01;1641.33;1541.33;;Trifásico;100
Empresa W;10030030;2024-06-01;961.87;861.87;;Trifásico;100
Empresa W;10030030;2024-07-01;1169.43;1034.86;;Trifásico;100
Empresa W;10030030;2024-08-01;1271.34;1171.34;;Trifásico;100
Empresa W;10030030;2024-09-01;1412.32;1312.32;;Trifásico;100
Empresa W;10030030;2024-10-01;1839.85;1739.85;;Trifásico;100
Empresa W;10030030;2024-11-01;1759.43;1659.43;;Trifásico;100
Empresa W;10030030;2024-12-01;1823.0;1723.0;5182.52;Trifásico;100
Empresa W;10030031;2023-01-01;1117.46;829.32;;Bifásico;50
Empresa W;10030031;2023-02-01;1080.03;730.8;;Bifásico;50
Empresa W;10030031;2023-03-01;1215.71;1165.71;;Bifásico;50
Empresa W;10030031;2023-04-01;1216.08;1166.08;;Bifásico;50
Empresa W;10030031;2023-05-01;1440.2;1057.92;;Bifásico;50
Empresa W;10030031;2023-06-01;846.09;604.81;;Bifásico;50
Empresa W;10030031;2023-07-01;765.53;630.31;;Bifásico;50
Empresa W;10030031;2023-08-01;811.08;761.08;;Bifásico;50
Empresa W;10030031;2023-09-01;1053.01;1003.01;;Bifásico;50
Empresa W;10030031;2023-10-01;1349.22;1299.22;;Bifásico;50
Empresa W;10030031;2023-11-01;1362.42;1312.42;;Bifásico;50
Empresa W;10030031;2023-12-01;1413.55;1363.55;;Bifásico;50
Empresa W;10030031;2024-01-01;1147.02;1097.02;;Bifásico;50
Empresa W;10030031;2024-02-01;1114.67;862.49;;Bifásico;50
Empresa W;10030031;2024-03-01;1251.05;1201.05;;Bifásico;50
Empresa W;10030031;2024-04-01;1233.23;1183.23;;Bifásico;50
Empresa W;10030031;2024-05-01;1459.61;1409.61;;Bifásico;50
Empresa W;10030031;2024-06-01;863.42;813.42;;Bifásico;50
Empresa W;10030031;2024-07-01;1024.91;964.59;;Bifásico;50
Empresa W;10030031;2024-08-01;1060.0;713.62;;Bifásico;50
Empresa W;10030031;2024-09-01;1307.14;1257.14;;Bifásico;50
Empresa W;10030031;2024-10-01;1658.11;1608.11;;Bifásico;50
Empresa W;10030031;2024-11-01;1631.22;1581.22;;Bifásico;50
Empresa W;10030031;2024-12-01;1740.27;1690.27;5774.21;Bifásico;50
Empresa W;10030032;2023-01-01;2364.39;2017.64;;Trifásico;100
Empresa W;10030032;2023-02-01;2285.18;2047.05;;Trifásico;100
Empresa W;10030032;2023-03-01;2572.27;2288.46;;Trifásico;100
Empresa W;10030032;2023-04-01;2573.04;1886.41;;Trifásico;100
Empresa W;10030032;2023-05-01;3047.25;2947.25;;Trifásico;100
Empresa W;10030032;2023-06-01;1790.21;1690.21;;Trifásico;100
Empresa W;10030032;2023-07-01;1619.75;1519.75;;Trifásico;100
Empresa W;10030032;2023-08-01;1716.13;1599.28;;Trifásico;100
Empresa W;10030032;2023-09-01;2228.02;2128.02;;Trifásico;100
Empresa W;10030032;2023-10-01;2854.75;2754.75;;Trifásico;100
Empresa W;10030032;2023-11-01;2882.69;2782.69;;Trifásico;100
Empresa W;10030032;2023-12-01;2990.86;2890.86;;Trifásico;100
Empresa W;10030032;2024-01-01;2426.05;1781.11;;Trifásico;100
Empresa W;10030032;2024-02-01;2323.7;2223.7;;Trifásico;100
Empresa W;10030032;2024-03-01;2598.45;2498.45;;Trifásico;100
Empresa W;10030032;2024-04-01;2623.31;2523.31;;Trifásico;100
Empresa W;10030032;2024-05-01;3098.08;2998.08;;Trifásico;100
Empresa W;10030032;2024-06-01;1857.99;1757.99;;Trifásico;100
Empresa W;10030032;2024-07-01;2065.71;1965.71;;Trifásico;100
Empresa W;10030032;2024-08-01;2235.62;2135.62;;Trifásico;100
Empresa W;10030032;2024-09-01;2741.51;2052.67;;Trifásico;100
Empresa W;10030032;2024-10-01;3598.27;2705.67;;Trifásico;100
Empresa W;10030032;2024-11-01;3601.47;3501.47;;Trifásico;100
Empresa W;10030032;2024-12-01;3681.4;3353.2;0.0;Trifásico;100
Empresa W;10030033;2023-01-01;2162.97;2132.97;;Monofásico;30
Empresa W;10030033;2023-02-01;2090.52;1618.63;;Monofásico;30
Empresa W;10030033;2023-03-01;2353.15;2323.15;;Monofásico;30
Empresa W;10030033;2023-04-01;2353.85;2323.85;;Monofásico;30
Empresa W;10030033;2023-05-01;2787.67;2757.67;;Monofásico;30
Empresa W;10030033;2023-06-01;1637.71;1607.71;;Monofásico;30
Empresa W;10030033;2023-07-01;1481.77;1451.77;;Monofásico;30
Empresa W;10030033;2023-08-01;1569.94;1539.94;;Monofásico;30
Empresa W;10030033;2023-09-01;2038.22;1530.07;;Monofásico;30
Empresa W;10030033;2023-10-01;2611.56;2197.05;;Monofásico;30
Empresa W;10030033;2023-11-01;2637.12;2607.12;;Monofásico;30
Empresa W;10030033;2023-12-01;2736.08;2537.88;;Monofásico;30
Empresa W;10030033;2024-01-01;2224.11;1589.56;;Monofásico;30
Empresa W;10030033;2024-02-01;2152.1;2122.1;;Monofásico;30
Empresa W;10030033;2024-03-01;2421.81;2391.81;;Monofásico;30
Empresa W;10030033;2024-04-01;2406.45;2376.45;;Monofásico;30
Empresa W;10030033;2024-05-01;2813.28;2783.28;;Monofásico;30
