usina;uc;mes_ref;consumo;injetado;saldo;Tipo_de_Instalacao;Custo_de_Disponibilidade
Usina_Z;10030016;2024-08-01;1448.12;1418.12;;Monofásico;30
Usina_Z;10030016;2024-09-01;1565.25;1535.25;;Monofásico;30
Usina_Z;10030016;2024-10-01;2008.37;1842.68;;Monofásico;30
Usina_Z;10030016;2024-11-01;1996.78;1966.78;;Monofásico;30
Usina_Z;10030016;2024-12-01;2065.78;2035.78;0.0;Monofásico;30
Usina_Z;10030017;2023-01-01;610.64;560.64;;Bifásico;50
Usina_Z;10030017;2023-02-01;590.19;456.66;;Bifásico;50
Usina_Z;10030017;2023-03-01;664.33;614.33;;Bifásico;50
Usina_Z;10030017;2023-04-01;664.53;614.53;;Bifásico;50
Usina_Z;10030017;2023-05-01;787.01;590.44;;Bifásico;50
Usina_Z;10030017;2023-06-01;462.35;412.35;;Bifásico;50
Usina_Z;10030017;2023-07-01;418.33;368.33;;Bifásico;50
Usina_Z;10030017;2023-08-01;443.22;393.22;;Bifásico;50
Usina_Z;10030017;2023-09-01;575.42;506.16;;Bifásico;50
Usina_Z;10030017;2023-10-01;737.29;687.29;;Bifásico;50
Usina_Z;10030017;2023-11-01;744.5;607.0;;Bifásico;50
Usina_Z;10030017;2023-12-01;772.44;722.44;;Bifásico;50
Usina_Z;10030017;2024-01-01;629.1;579.1;;Bifásico;50
Usina_Z;10030017;2024-02-01;608.62;408.69;;Bifásico;50
Usina_Z;10030017;2024-03-01;682.94;632.94;;Bifásico;50
Usina_Z;10030017;2024-04-01;678.26;628.26;;Bifásico;50
Usina_Z;10030017;2024-05-01;804.5;754.5;;Bifásico;50
Usina_Z;10030017;2024-06-01;478.36;428.36;;Bifásico;50
Usina_Z;10030017;2024-07-01;566.53;516.53;;Bifásico;50
Usina_Z;10030017;2024-08-01;598.73;548.73;;Bifásico;50
Usina_Z;10030017;2024-09-01;717.36;548.22;;Bifásico;50
Usina_Z;10030017;2024-10-01;891.37;841.37;;Bifásico;50
Usina_Z;10030017;2024-11-01;935.53;885.53;;Bifásico;50
Usina_Z;10030017;2024-12-01;900.73;850.73;2048.95;Bifásico;50
Usina_Z;10030018;2023-01-01;2227.23;2127.23;;Trifásico;100
Usina_Z;10030018;2023-02-01;2152.62;2052.62;;Trifásico;100
Usina_Z;10030018;2023-03-01;2423.05;2323.05;;Trifásico;100
Usina_Z;10030018;2023-04-01;2423.78;2323.78;;Trifásico;100
Usina_Z;10030018;2023-05-01;2870.48;2390.21;;Trifásico;100
Usina_Z;10030018;2023-06-01;1686.36;1261.77;;Trifásico;100
Usina_Z;10030018;2023-07-01;1525.79;1217.01;;Trifásico;100
Usina_Z;10030018;2023-08-01;1616.57;1516.57;;Trifásico;100
Usina_Z;10030018;2023-09-01;2098.77;1998.77;;Trifásico;100
Usina_Z;10030018;2023-10-01;2689.14;2589.14;;Trifásico;100
Usina_Z;10030018;2023-11-01;2715.46;2615.46;;Trifásico;100
Usina_Z;10030018;2023-12-01;2817.36;2048.6;;Trifásico;100
Usina_Z;10030018;2024-01-01;2257.68;2157.68;;Trifásico;100
Usina_Z;10030018;2024-02-01;2220.99;2120.99;;Trifásico;100
Usina_Z;10030018;2024-03-01;2486.48;2384.49;;Trifásico;100
Usina_Z;10030018;2024-04-01;2485.24;2385.24;;Trifásico;100
Usina_Z;10030018;2024-05-01;2915.56;2815.56;;Trifásico;100
Usina_Z;10030018;2024-06-01;1728.53;1628.53;;Trifásico;100
Usina_Z;10030018;2024-07-01;2015.55;1614.26;;Trifásico;100
Usina_Z;10030018;2024-08-01;2022.2;1922.2;;Trifásico;100
Usina_Z;10030018;2024-09-01;2548.3;2448.3;;Trifásico;100
Usina_Z;10030018;2024-10-01;3209.68;2633.17;;Trifásico;100
Usina_Z;10030018;2024-11-01;3325.61;3225.61;;Trifásico;100
Usina_Z;10030018;2024-12-01;3261.75;3161.75;11055.34;Trifásico;100
Usina_Z;10030019;2023-01-01;2262.42;2212.42;;Bifásico;50
Usina_Z;10030019;2023-02-01;2186.63;2136.63;;Bifásico;50
Usina_Z;10030019;2023-03-01;2461.34;2411.34;;Bifásico;50
Usina_Z;10030019;2023-04-01;2462.08;2299.35;;Bifásico;50
Usina_Z;10030019;2023-05-01;2915.84;2865.84;;Bifásico;50
Usina_Z;10030019;2023-06-01;1713.01;1663.01;;Bifásico;50
Usina_Z;10030019;2023-07-01;1549.9;1499.9;;Bifásico;50
Usina_Z;10030019;2023-08-01;1642.12;1592.12;;Bifásico;50
Usina_Z;10030019;2023-09-01;2131.94;2081.94;;Bifásico;50
Usina_Z;10030019;2023-10-01;2731.64;2110.02;;Bifásico;50
Usina_Z;10030019;2023-11-01;2758.37;2114.89;;Bifásico;50
Usina_Z;10030019;2023-12-01;2861.88;2811.88;;Bifásico;50
Usina_Z;10030019;2024-01-01;2320.47;2270.47;;Bifásico;50
Usina_Z;10030019;2024-02-01;2246.36;2196.36;;Bifásico;50
Usina_Z;10030019;2024-03-01;2518.22;2468.22;;Bifásico;50
Usina_Z;10030019;2024-04-01;2501.49;2451.49;;Bifásico;50
Usina_Z;10030019;2024-05-01;2950.42;2900.42;;Bifásico;50
Usina_Z;10030019;2024-06-01;1743.2;1693.2;;Bifásico;50
Usina_Z;10030019;2024-07-01;2112.23;2062.23;;Bifásico;50
Usina_Z;10030019;2024-08-01;2072.0;2022.0;;Bifásico;50
Usina_Z;10030019;2024-09-01;2540.53;2430.34;;Bifásico;50
Usina_Z;10030019;2024-10-01;3466.49;3416.49;;Bifásico;50
Usina_Z;10030019;2024-11-01;3236.81;3186.81;;Bifásico;50
Usina_Z;10030019;2024-12-01;3497.07;2808.07;0.0;Bifásico;50
Usina_Z;10030020;2023-01-01;2085.14;1985.14;;Trifásico;100
Usina_Z;10030020;2023-02-01;2015.29;1915.29;;Trifásico;100
Usina_Z;10030020;2023-03-01;2268.47;1895.74;;Trifásico;100
Usina_Z;10030020;2023-04-01;2269.15;2169.15;;Trifásico;100
Usina_Z;10030020;2023-05-01;2687.35;2457.34;;Trifásico;100
Usina_Z;10030020;2023-06-01;1578.77;1478.77;;Trifásico;100
Usina_Z;10030020;2023-07-01;1428.45;1328.45;;Trifásico;100
Usina_Z;10030020;2023-08-01;1513.44;1413.44;;Trifásico;100
Usina_Z;10030020;2023-09-01;1964.88;1701.37;;Trifásico;100
Usina_Z;10030020;2023-10-01;2517.58;2417.58;;Trifásico;100
Usina_Z;10030020;2023-11-01;2542.22;1889.41;;Trifásico;100
Usina_Z;10030020;2023-12-01;2637.62;2537.62;;Trifásico;100
Usina_Z;10030020;2024-01-01;2123.53;2023.53;;Trifásico;100
Usina_Z;10030020;2024-02-01;2071.31;1971.31;;Trifásico;100
Usina_Z;10030020;2024-03-01;2302.52;1562.28;;Trifásico;100
Usina_Z;10030020;2024-04-01;2321.47;1815.23;;Trifásico;100
Usina_Z;10030020;2024-05-01;2749.98;2333.17;;Trifásico;100
Usina_Z;10030020;2024-06-01;1617.95;1517.95;;Trifásico;100
Usina_Z;10030020;2024-07-01;1931.61;1831.61;;Trifásico;100
Usina_Z;10030020;2024-08-01;2016.17;1916.17;;Trifásico;100
Usina_Z;10030020;2024-09-01;2454.91;2354.91;;Trifásico;100
Usina_Z;10030020;2024-10-01;3163.61;2742.79;;Trifásico;100
Usina_Z;10030020;2024-11-01;3109.56;3009.56;;Trifásico;100
Usina_Z;10030020;2024-12-01;3111.31;3011.31;11449.22;Trifásico;100
Usina_Z;10030021;2023-01-01;865.81;815.81;;Bifásico;50
Usina_Z;10030021;2023-02-01;836.81;786.81;;Bifásico;50
Usina_Z;10030021;2023-03-01;941.94;891.94;;Bifásico;50
Usina_Z;10030021;2023-04-01;942.22;681.42;;Bifásico;50
Usina_Z;10030021;2023-05-01;1115.87;1065.87;;Bifásico;50
Usina_Z;10030021;2023-06-01;655.56;605.56;;Bifásico;50
Usina_Z;10030021;2023-07-01;593.13;487.45;;Bifásico;50
Usina_Z;10030021;2023-08-01;628.43;578.43;;Bifásico;50
Usina_Z;10030021;2023-09-01;815.88;765.88;;Bifásico;50
Usina_Z;10030021;2023-10-01;1045.38;780.84;;Bifásico;50
Usina_Z;10030021;2023-11-01;1055.61;965.18;;Bifásico;50
Usina_Z;10030021;2023-12-01;1095.22;1045.22;;Bifásico;50
Usina_Z;10030021;2024-01-01;875.79;825.79;;Bifásico;50
Usina_Z;10030021;2024-02-01;853.7;803.7;;Bifásico;50
Usina_Z;10030021;2024-03-01;953.29;754.16;;Bifásico;50
Usina_Z;10030021;2024-04-01;969.55;919.55;;Bifásico;50
Usina_Z;10030021;2024-05-01;1138.94;1088.94;;Bifásico;50
Usina_Z;10030021;2024-06-01;673.24;623.24;;Bifásico;50
Usina_Z;10030021;2024-07-01;735.85;685.85;;Bifásico;50
Usina_Z;10030021;2024-08-01;859.33;809.33;;Bifásico;50
Usina_Z;10030021;2024-09-01;957.06;907.06;;Bifásico;50
Usina_Z;10030021;2024-10-01;1274.52;1224.52;;Bifásico;50
Usina_Z;10030021;2024-11-01;1306.92;1256.92;;Bifásico;50
Usina_Z;10030021;2024-12-01;1302.99;1101.39;0.0;Bifásico;50
Usina_Z;10030022;2023-01-01;1870.44;1820.44;;Bifásico;50
Usina_Z;10030022;2023-02-01;1807.78;1757.78;;Bifásico;50
Usina_Z;10030022;2023-03-01;2034.89;1984.89;;Bifásico;50
Usina_Z;10030022;2023-04-01;2035.5;1985.5;;Bifásico;50
Usina_Z;10030022;2023-05-01;2410.64;2360.64;;Bifásico;50
Usina_Z;10030022;2023-06-01;1416.21;1366.21;;Bifásico;50
Usina_Z;10030022;2023-07-01;1281.36;1231.36;;Bifásico;50
Usina_Z;10030022;2023-08-01;1357.61;1235.75;;Bifásico;50
Usina_Z;10030022;2023-09-01;1762.56;1712.56;;Bifásico;50
Usina_Z;10030022;2023-10-01;2258.36;2208.36;;Bifásico;50
Usina_Z;10030022;2023-11-01;2280.46;2230.46;;Bifásico;50
Usina_Z;10030022;2023-12-01;2366.03;2108.34;;Bifásico;50
Usina_Z;10030022;2024-01-01;1898.37;1848.37;;Bifásico;50
Usina_Z;10030022;2024-02-01;1860.0;1810.0;;Bifásico;50
Usina_Z;10030022;2024-03-01;2066.08;2016.08;;Bifásico;50
Usina_Z;10030022;2024-04-01;2075.98;2025.98;;Bifásico;50
Usina_Z;10030022;2024-05-01;2466.02;2416.02;;Bifásico;50
Usina_Z;10030022;2024-06-01;1451.4;1401.4;;Bifásico;50
Usina_Z;10030022;2024-07-01;1594.47;1544.47;;Bifásico;50
Usina_Z;10030022;2024-08-01;1721.5;1671.5;;Bifásico;50
Usina_Z;10030022;2024-09-01;2343.37;2293.37;;Bifásico;50
Usina_Z;10030022;2024-10-01;2585.02;2535.02;;Bifásico;50
Usina_Z;10030022;2024-11-01;2782.66;2732.66;;Bifásico;50
Usina_Z;10030022;2024-12-01;2802.43;2271.72;0.0;Bifásico;50
Usina_Z;10030023;2023-01-01;2025.09;1925.09;;Trifásico;100
Usina_Z;10030023;2023-02-01;1957.25;1857.25;;Trifásico;100
Usina_Z;10030023;2023-03-01;2203.15;2103.15;;Trifásico;100
Usina_Z;10030023;2023-04-01;2203.8;2103.8;;Trifásico;100
Usina_Z;10030023;2023-05-01;2609.96;2509.96;;Trifásico;100
Usina_Z;10030023;2023-06-01;1533.31;1166.54;;Trifásico;100
Usina_Z;10030023;2023-07-01;1387.31;1118.58;;Trifásico;100
Usina_Z;10030023;2023-08-01;1469.86;1283.49;;Trifásico;100
Usina_Z;10030023;2023-09-01;1908.29;1808.29;;Trifásico;100
Usina_Z;10030023;2023-10-01;2445.09;2345.09;;Trifásico;100
Usina_Z;10030023;2023-11-01;2469.02;2369.02;;Trifásico;100
Usina_Z;10030023;2023-12-01;2561.66;2461.66;;Trifásico;100
Usina_Z;10030023;2024-01-01;2083.42;1983.42;;Trifásico;100
Usina_Z;10030023;2024-02-01;1991.62;1891.62;;Trifásico;100
Usina_Z;10030023;2024-03-01;2262.74;2162.74;;Trifásico;100
Usina_Z;10030023;2024-04-01;2226.25;1707.33;;Trifásico;100
Usina_Z;10030023;2024-05-01;2658.65;2558.65;;Trifásico;100
Usina_Z;10030023;2024-06-01;1561.03;1461.03;;Trifásico;100
Usina_Z;10030023;2024-07-01;1864.55;1764.55;;Trifásico;100
Usina_Z;10030023;2024-08-01;1800.39;1374.02;;Trifásico;100
Usina_Z;10030023;2024-09-01;2257.89;2157.89;;Trifásico;100
Usina_Z;10030023;2024-10-01;2933.24;2437.13;;Trifásico;100
Usina_Z;10030023;2024-11-01;2931.88;2128.76;;Trifásico;100
Usina_Z;10030023;2024-12-01;3214.73;2225.25;0.0;Trifásico;100
Usina_Z;10030024;2023-01-01;2509.16;2479.16;;Monofásico;30
Usina_Z;10030024;2023-02-01;2425.11;2395.11;;Monofásico;30
Usina_Z;10030024;2023-03-01;2729.78;2699.78;;Monofásico;30
Usina_Z;10030024;2023-04-01;2730.59;1930.46;;Monofásico;30
Usina_Z;10030024;2023-05-01;3233.84;3203.84;;Monofásico;30
Usina_Z;10030024;2023-06-01;1899.83;1869.83;;Monofásico;30
Usina_Z;10030024;2023-07-01;1718.93;1688.93;;Monofásico;30
Usina_Z;10030024;2023-08-01;1821.21;1791.21;;Monofásico;30
Usina_Z;10030024;2023-09-01;2364.45;2334.45;;Monofásico;30
Usina_Z;10030024;2023-10-01;3029.55;2999.55;;Monofásico;30
Usina_Z;10030024;2023-11-01;3059.2;2950.81;;Monofásico;30
Usina_Z;10030024;2023-12-01;3173.99;3143.99;;Monofásico;30
Usina_Z;10030024;2024-01-01;2551.23;2521.23;;Monofásico;30
Usina_Z;10030024;2024-02-01;2462.09;2432.09;;Monofásico;30
Usina_Z;10030024;2024-03-01;2789.91;2485.39;;Monofásico;30
Usina_Z;10030024;2024-04-01;2800.57;2770.57;;Monofásico;30
Usina_Z;10030024;2024-05-01;3309.08;3279.08;;Monofásico;30
Usina_Z;10030024;2024-06-01;1930.55;1900.55;;Monofásico;30
Usina_Z;10030024;2024-07-01;2147.77;2117.77;;Monofásico;30
Usina_Z;10030024;2024-08-01;2624.05;2130.98;;Monofásico;30
Usina_Z;10030024;2024-09-01;3042.33;3012.33;;Monofásico;30
Usina_Z;10030024;2024-10-01;3483.76;3453.76;;Monofásico;30
Usina_Z;10030024;2024-11-01;3606.4;3576.4;;Monofásico;30
Usina_Z;10030024;2024-12-01;3644.5;3614.5;12484.86;Monofásico;30
Usina_Z;10030025;2023-01-01;665.8;615.8;;Bifásico;50
Usina_Z;10030025;2023-02-01;643.49;565.04;;Bifásico;50
Usina_Z;10030025;2023-03-01;724.33;674.33;;Bifásico;50
Usina_Z;10030025;2023-04-01;724.55;674.55;;Bifásico;50
Usina_Z;10030025;2023-05-01;858.09;808.09;;Bifásico;50
Usina_Z;10030025;2023-06-01;504.11;454.11;;Bifásico;50
Usina_Z;10030025;2023-07-01;456.11;298.43;;Bifásico;50
Usina_Z;10030025;2023-08-01;483.25;433.25;;Bifásico;50
Usina_Z;10030025;2023-09-01;627.4;577.4;;Bifásico;50
Usina_Z;10030025;2023-10-01;803.88;753.88;;Bifásico;50
Usina_Z;10030025;2023-11-01;811.74;761.74;;Bifásico;50
Usina_Z;10030025;2023-12-01;842.21;694.88;;Bifásico;50
Usina_Z;10030025;2024-01-01;685.7;635.7;;Bifásico;50
Usina_Z;10030025;2024-02-01;656.12;599.52;;Bifásico;50
Usina_Z;10030025;2024-03-01;734.42;684.42;;Bifásico;50
Usina_Z;10030025;2024-04-01;737.78;687.78;;Bifásico;50
Usina_Z;10030025;2024-05-01;869.08;819.08;;Bifásico;50
Usina_Z;10030025;2024-06-01;517.25;467.25;;Bifásico;50
Usina_Z;10030025;2024-07-01;634.66;584.66;;Bifásico;50
Usina_Z;10030025;2024-08-01;631.17;581.17;;Bifásico;50
Usina_Z;10030025;2024-09-01;830.11;597.52;;Bifásico;50
Usina_Z;10030025;2024-10-01;977.11;927.11;;Bifásico;50
Usina_Z;10030025;2024-11-01;993.14;943.14;;Bifásico;50
Usina_Z;10030025;2024-12-01;1057.73;1007.73;5268.39;Bifásico;50
Usina_Z;10030026;2023-01-01;1193.9;1163.9;;Monofásico;30
Usina_Z;10030026;2023-02-01;1153.91;1123.91;;Monofásico;30
Usina_Z;10030026;2023-03-01;1298.87;1268.87;;Monofásico;30
Usina_Z;10030026;2023-04-01;1299.26;1269.26;;Monofásico;30
Usina_Z;10030026;2023-05-01;1538.71;1198.88;;Monofásico;30
Usina_Z;10030026;2023-06-01;903.97;873.97;;Monofásico;30
Usina_Z;10030026;2023-07-01;817.9;787.9;;Monofásico;30
Usina_Z;10030026;2023-08-01;866.56;803.33;;Monofásico;30
Usina_Z;10030026;2023-09-01;1125.04;778.36;;Monofásico;30
Usina_Z;10030026;2023-10-01;1441.51;1411.51;;Monofásico;30
Usina_Z;10030026;2023-11-01;1455.62;1425.62;;Monofásico;30
Usina_Z;10030026;2023-12-01;1510.24;1480.24;;Monofásico;30
Usina_Z;10030026;2024-01-01;1220.43;1190.43;;Monofásico;30
Usina_Z;10030026;2024-02-01;1182.39;1152.39;;Monofásico;30
Usina_Z;10030026;2024-03-01;1337.36;1307.36;;Monofásico;30
Usina_Z;10030026;2024-04-01;1337.9;1307.9;;Monofásico;30
Usina_Z;10030026;2024-05-01;1557.09;1527.09;;Monofásico;30
Usina_Z;10030026;2024-06-01;920.9;752.55;;Monofásico;30
Usina_Z;10030026;2024-07-01;1101.19;1071.19;;Monofásico;30
Usina_Z;10030026;2024-08-01;1140.13;1110.13;;Monofásico;30
Usina_Z;10030026;2024-09-01;1436.85;1406.85;;Monofásico;30
Usina_Z;10030026;2024-10-01;1794.21;1370.01;;Monofásico;30
Usina_Z;10030026;2024-11-01;1662.22;1632.22;;Monofásico;30
Usina_Z;10030026;2024-12-01;1715.01;1685.01;3468.69;Monofásico;30
Usina_Z;10030027;2023-01-01;967.18;917.18;;Bifásico;50
Usina_Z;10030027;2023-02-01;934.78;884.78;;Bifásico;50
Usina_Z;10030027;2023-03-01;1052.21;1002.21;;Bifásico;50
Usina_Z;10030027;2023-04-01;1052.53;1002.53;;Bifásico;50
Usina_Z;10030027;2023-05-01;1246.51;1196.51;;Bifásico;50
Usina_Z;10030027;2023-06-01;732.3;682.3;;Bifásico;50
Usina_Z;10030027;2023-07-01;662.58;612.58;;Bifásico;50
Usina_Z;10030027;2023-08-01;702.0;652.0;;Bifásico;50
Usina_Z;10030027;2023-09-01;911.4;861.4;;Bifásico;50
Usina_Z;10030027;2023-10-01;1167.76;1117.76;;Bifásico;50
Usina_Z;10030027;2023-11-01;1179.19;1046.48;;Bifásico;50
Usina_Z;10030027;2023-12-01;1223.44;1173.44;;Bifásico;50
Usina_Z;10030027;2024-01-01;977.9;927.9;;Bifásico;50
Usina_Z;10030027;2024-02-01;949.33;786.03;;Bifásico;50
Usina_Z;10030027;2024-03-01;1080.17;1030.17;;Bifásico;50
Usina_Z;10030027;2024-04-01;1063.99;1013.99;;Bifásico;50
Usina_Z;10030027;2024-05-01;1267.79;1217.79;;Bifásico;50
Usina_Z;10030027;2024-06-01;751.8;498.79;;Bifásico;50
Usina_Z;10030027;2024-07-01;907.6;747.93;;Bifásico;50
Usina_Z;10030027;2024-08-01;893.55;843.55;;Bifásico;50
Usina_Z;10030027;2024-09-01;1198.75;1148.75;;Bifásico;50
Usina_Z;10030027;2024-10-01;1481.67;1431.67;;Bifásico;50
Usina_Z;10030027;2024-11-01;1341.45;1184.67;;Bifásico;50
Usina_Z;10030027;2024-12-01;1526.31;1476.31;4182.61;Bifásico;50
Usina_Z;10030028;2023-01-01;975.56;875.56;;Trifásico;100
Usina_Z;10030028;2023-02-01;942.88;842.88;;Trifásico;100
Usina_Z;10030028;2023-03-01;1061.34;961.34;;Trifásico;100
Usina_Z;10030028;2023-04-01;1061.65;961.65;;Trifásico;100
Usina_Z;10030028;2023-05-01;1257.32;1157.32;;Trifásico;100
Usina_Z;10030028;2023-06-01;738.65;638.65;;Trifásico;100
Usina_Z;10030028;2023-07-01;668.32;411.57;;Trifásico;100
Usina_Z;10030028;2023-08-01;708.09;608.09;;Trifásico;100
Usina_Z;10030028;2023-09-01;919.3;819.3;;Trifásico;100
Usina_Z;10030028;2023-10-01;1177.89;860.31;;Trifásico;100
Usina_Z;10030028;2023-11-01;1189.42;1089.42;;Trifásico;100
Usina_Z;10030028;2023-12-01;1234.05;938.82;;Trifásico;100
Usina_Z;10030028;2024-01-01;1001.21;901.21;;Trifásico;100
Usina_Z;10030028;2024-02-01;965.73;865.73;;Trifásico;100
Usina_Z;10030028;2024-03-01;1075.93;975.93;;Trifásico;100
Usina_Z;10030028;2024-04-01;1083.68;983.68;;Trifásico;100
Usina_Z;10030028;2024-05-01;1275.59;1175.59;;Trifásico;100
Usina_Z;10030028;2024-06-01;766.36;468.9;;Trifásico;100
Usina_Z;10030028;2024-07-01;864.46;764.46;;Trifásico;100
Usina_Z;10030028;2024-08-01;952.24;852.24;;Trifásico;100
Usina_Z;10030028;2024-09-01;1206.89;956.55;;Trifásico;100
Usina_Z;10030028;2024-10-01;1400.18;1300.18;;Trifásico;100
Usina_Z;10030028;2024-11-01;1449.57;1349.57;;Trifásico;100
Usina_Z;10030028;2024-12-01;1486.39;1386.39;3276.43;Trifásico;100
Usina_Z;10030029;2023-01-01;2327.75;2277.75;;Bifásico;50
Usina_Z;10030029;2023-02-01;2249.77;2199.77;;Bifásico;50
Usina_Z;10030029;2023-03-01;2532.41;1904.99;;Bifásico;50
Usina_Z;10030029;2023-04-01;2533.17;2463.88;;Bifásico;50
Usina_Z;10030029;2023-05-01;3000.03;2950.03;;Bifásico;50
Usina_Z;10030029;2023-06-01;1762.47;1712.47;;Bifásico;50
Usina_Z;10030029;2023-07-01;1594.65;1544.65;;Bifásico;50
Usina_Z;10030029;2023-08-01;1689.53;1639.53;;Bifásico;50
Usina_Z;10030029;2023-09-01;2193.49;2143.49;;Bifásico;50
Usina_Z;10030029;2023-10-01;2810.51;2760.51;;Bifásico;50
Usina_Z;10030029;2023-11-01;2838.01;2788.01;;Bifásico;50
Usina_Z;10030029;2023-12-01;2944.51;2894.51;;Bifásico;50
Usina_Z;10030029;2024-01-01;2359.37;2309.37;;Bifásico;50
Usina_Z;10030029;2024-02-01;2324.43;2225.16;;Bifásico;50
Usina_Z;10030029;2024-03-01;2572.79;2522.79;;Bifásico;50
Usina_Z;10030029;2024-04-01;2571.96;2521.96;;Bifásico;50
Usina_Z;10030029;2024-05-01;3058.39;3008.39;;Bifásico;50
Usina_Z;10030029;2024-06-01;1806.87;1756.87;;Bifásico;50
Usina_Z;10030029;2024-07-01;2171.21;1626.13;;Bifásico;50
Usina_Z;10030029;2024-08-01;2112.34;1933.71;;Bifásico;50
Usina_Z;10030029;2024-09-01;2902.55;2852.55;;Bifásico;50
Usina_Z;10030029;2024-10-01;3443.09;3393.09;;Bifásico;50
Usina_Z;10030029;2024-11-01;3256.55;2980.77;;Bifásico;50
Usina_Z;10030029;2024-12-01;3428.27;3378.27;7104.71;Bifásico;50
Usina_Z;10030030;2023-01-01;1192.83;1142.83;;Bifásico;50
Usina_Z;10030030;2023-02-01;1152.87;1102.87;;Bifásico;50
Usina_Z;10030030;2023-03-01;1297.71;1247.71;;Bifásico;50
Usina_Z;10030030;2023-04-01;1298.1;1248.1;;Bifásico;50
Usina_Z;10030030;2023-05-01;1537.34;1487.34;;Bifásico;50
Usina_Z;10030030;2023-06-01;903.16;853.16;;Bifásico;50
Usina_Z;10030030;2023-07-01;817.16;767.16;;Bifásico;50
Usina_Z;10030030;2023-08-01;865.79;815.79;;Bifásico;50
Usina_Z;10030030;2023-09-01;1124.04;1074.04;;Bifásico;50
Usina_Z;10030030;2023-10-01;1440.22;1390.22;;Bifásico;50
Usina_Z;10030030;2023-11-01;1454.31;1404.31;;Bifásico;50
Usina_Z;10030030;2023-12-01;1508.89;1458.89;;Bifásico;50
Usina_Z;10030030;2024-01-01;1229.0;1179.0;;Bifásico;50
Usina_Z;10030030;2024-02-01;1177.87;948.62;;Bifásico;50
Usina_Z;10030030;2024-03-01;1332.19;1282.19;;Bifásico;50
Usina_Z;10030030;2024-04-01;1331.33;1008.23;;Bifásico;50
Usina_Z;10030030;2024-05-01;1559.42;1509.42;;Bifásico;50
Usina_Z;10030030;2024-06-01;922.16;698.4;;Bifásico;50
Usina_Z;10030030;2024-07-01;1112.05;1062.05;;Bifásico;50
Usina_Z;10030030;2024-08-01;1073.9;1023.9;;Bifásico;50
Usina_Z;10030030;2024-09-01;1333.13;1085.66;;Bifásico;50
Usina_Z;10030030;2024-10-01;1816.12;1766.12;;Bifásico;50
Usina_Z;10030030;2024-11-01;1728.21;1678.21;;Bifásico;50
Usina_Z;10030030;2024-12-01;1871.39;1518.56;0.0;Bifásico;50
Usina_Z;10030031;2023-01-01;949.91;849.91;;Trifásico;100
Usina_Z;10030031;2023-02-01;918.09;818.09;;Trifásico;100
Usina_Z;10030031;2023-03-01;1033.43;658.59;;Trifásico;100
Usina_Z;10030031;2023-04-01;1033.73;933.73;;Trifásico;100
Usina_Z;10030031;2023-05-01;1224.25;1124.25;;Trifásico;100
Usina_Z;10030031;2023-06-01;719.23;587.62;;Trifásico;100
Usina_Z;10030031;2023-07-01;650.74;550.74;;Trifásico;100
Usina_Z;10030031;2023-08-01;689.47;589.47;;Trifásico;100
Usina_Z;10030031;2023-09-01;895.12;795.12;;Trifásico;100
Usina_Z;10030031;2023-10-01;1146.91;1046.91;;Trifásico;100
Usina_Z;10030031;2023-11-01;1158.14;860.82;;Trifásico;100
Usina_Z;10030031;2023-12-01;1201.6;1101.6;;Trifásico;100
Usina_Z;10030031;2024-01-01;969.25;869.25;;Trifásico;100
Usina_Z;10030031;2024-02-01;929.61;829.61;;Trifásico;100
Usina_Z;10030031;2024-03-01;1049.69;949.69;;Trifásico;100
Usina_Z;10030031;2024-04-01;1047.81;947.81;;Trifásico;100
Usina_Z;10030031;2024-05-01;1254.46;1154.46;;Trifásico;100
Usina_Z;10030031;2024-06-01;745.84;645.84;;Trifásico;100
Usina_Z;10030031;2024-07-01;924.05;824.05;;Trifásico;100
Usina_Z;10030031;2024-08-01;989.21;889.21;;Trifásico;100
Usina_Z;10030031;2024-09-01;1155.38;1055.38;;Trifásico;100
Usina_Z;10030031;2024-10-01;1428.31;1328.31;;Trifásico;100
Usina_Z;10030031;2024-11-01;1313.65;1213.65;;Trifásico;100
Usina_Z;10030031;2024-12-01;1370.42;1270.42;4652.19;Trifásico;100
Usina_Z;10030032;2023-01-01;826.84;710.96;;Monofásico;30
Usina_Z;10030032;2023-02-01;799.14;606.31;;Monofásico;30
Usina_Z;10030032;2023-03-01;899.53;869.53;;Monofásico;30
Usina_Z;10030032;2023-04-01;899.8;869.8;;Monofásico;30
Usina_Z;10030032;2023-05-01;1065.64;1035.64;;Monofásico;30
Usina_Z;10030032;2023-06-01;626.04;596.04;;Monofásico;30
Usina_Z;10030032;2023-07-01;566.43;536.43;;Monofásico;30
Usina_Z;10030032;2023-08-01;600.14;540.21;;Monofásico;30
Usina_Z;10030032;2023-09-01;779.15;561.62;;Monofásico;30
Usina_Z;10030032;2023-10-01;998.32;968.32;;Monofásico;30
Usina_Z;10030032;2023-11-01;1008.09;978.09;;Monofásico;30
Usina_Z;10030032;2023-12-01;1045.92;1015.92;;Monofásico;30
Usina_Z;10030032;2024-01-01;842.45;812.45;;Monofásico;30
Usina_Z;10030032;2024-02-01;815.54;785.54;;Monofásico;30
Usina_Z;10030032;2024-03-01;918.37;888.37;;Monofásico;30
Usina_Z;10030032;2024-04-01;920.25;890.25;;Monofásico;30
Usina_Z;10030032;2024-05-01;1088.55;1058.55;;Monofásico;30
